movie;writer;director
tt1067920;nm2557097;nm0945506
tt1067920;nm2557097;nm1829961
tt1067920;nm0425061;nm0945506
tt1067920;nm0425061;nm1829961
tt10682266;nm0379056;nm0109359
tt10682266;nm0001191;nm0109359
tt1068646;nm0134559;nm0134559
tt1068646;nm0133028;nm0134559
tt1068646;nm2163571;nm0134559
tt1068649;nm1061623;nm1061623
tt10687070;nm5325427;nm5325427
tt1068773;nm1108327;nm1829961
tt1068773;nm2557097;nm1829961
tt1068773;nm0425061;nm1829961
tt1068773;nm2001361;nm1829961
tt10695464;nm3423183;nm7051006
tt10695464;nm3423183;nm4287898
tt10695464;nm3423183;nm3423183
tt10695464;nm3423183;nm7121645
tt10695464;nm3423183;nm8933359
tt10695464;nm3423183;nm3680655
tt10695464;nm3423183;nm2709266
tt10695464;nm3423183;nm4842962
tt10695464;nm3423183;nm9798074
tt10695464;nm3423183;nm4464117
tt10695464;nm3423183;nm3738224
tt10695464;nm3423183;nm1634724
tt10695464;nm1769926;nm7051006
tt10695464;nm1769926;nm4287898
tt10695464;nm1769926;nm3423183
tt10695464;nm1769926;nm7121645
tt10695464;nm1769926;nm8933359
tt10695464;nm1769926;nm3680655
tt10695464;nm1769926;nm2709266
tt10695464;nm1769926;nm4842962
tt10695464;nm1769926;nm9798074
tt10695464;nm1769926;nm4464117
tt10695464;nm1769926;nm3738224
tt10695464;nm1769926;nm1634724
tt10695464;nm7121645;nm7051006
tt10695464;nm7121645;nm4287898
tt10695464;nm7121645;nm3423183
tt10695464;nm7121645;nm7121645
tt10695464;nm7121645;nm8933359
tt10695464;nm7121645;nm3680655
tt10695464;nm7121645;nm2709266
tt10695464;nm7121645;nm4842962
tt10695464;nm7121645;nm9798074
tt10695464;nm7121645;nm4464117
tt10695464;nm7121645;nm3738224
tt10695464;nm7121645;nm1634724
tt10695464;nm4287898;nm7051006
tt10695464;nm4287898;nm4287898
tt10695464;nm4287898;nm3423183
tt10695464;nm4287898;nm7121645
tt10695464;nm4287898;nm8933359
tt10695464;nm4287898;nm3680655
tt10695464;nm4287898;nm2709266
tt10695464;nm4287898;nm4842962
tt10695464;nm4287898;nm9798074
tt10695464;nm4287898;nm4464117
tt10695464;nm4287898;nm3738224
tt10695464;nm4287898;nm1634724
tt10695464;nm8933359;nm7051006
tt10695464;nm8933359;nm4287898
tt10695464;nm8933359;nm3423183
tt10695464;nm8933359;nm7121645
tt10695464;nm8933359;nm8933359
tt10695464;nm8933359;nm3680655
tt10695464;nm8933359;nm2709266
tt10695464;nm8933359;nm4842962
tt10695464;nm8933359;nm9798074
tt10695464;nm8933359;nm4464117
tt10695464;nm8933359;nm3738224
tt10695464;nm8933359;nm1634724
tt10695464;nm3680655;nm7051006
tt10695464;nm3680655;nm4287898
tt10695464;nm3680655;nm3423183
tt10695464;nm3680655;nm7121645
tt10695464;nm3680655;nm8933359
tt10695464;nm3680655;nm3680655
tt10695464;nm3680655;nm2709266
tt10695464;nm3680655;nm4842962
tt10695464;nm3680655;nm9798074
tt10695464;nm3680655;nm4464117
tt10695464;nm3680655;nm3738224
tt10695464;nm3680655;nm1634724
tt10695464;nm2778945;nm7051006
tt10695464;nm2778945;nm4287898
tt10695464;nm2778945;nm3423183
tt10695464;nm2778945;nm7121645
tt10695464;nm2778945;nm8933359
tt10695464;nm2778945;nm3680655
tt10695464;nm2778945;nm2709266
tt10695464;nm2778945;nm4842962
tt10695464;nm2778945;nm9798074
tt10695464;nm2778945;nm4464117
tt10695464;nm2778945;nm3738224
tt10695464;nm2778945;nm1634724
tt10695464;nm1305735;nm7051006
tt10695464;nm1305735;nm4287898
tt10695464;nm1305735;nm3423183
tt10695464;nm1305735;nm7121645
tt10695464;nm1305735;nm8933359
tt10695464;nm1305735;nm3680655
tt10695464;nm1305735;nm2709266
tt10695464;nm1305735;nm4842962
tt10695464;nm1305735;nm9798074
tt10695464;nm1305735;nm4464117
tt10695464;nm1305735;nm3738224
tt10695464;nm1305735;nm1634724
tt10695464;nm4842962;nm7051006
tt10695464;nm4842962;nm4287898
tt10695464;nm4842962;nm3423183
tt10695464;nm4842962;nm7121645
tt10695464;nm4842962;nm8933359
tt10695464;nm4842962;nm3680655
tt10695464;nm4842962;nm2709266
tt10695464;nm4842962;nm4842962
tt10695464;nm4842962;nm9798074
tt10695464;nm4842962;nm4464117
tt10695464;nm4842962;nm3738224
tt10695464;nm4842962;nm1634724
tt10695464;nm1634724;nm7051006
tt10695464;nm1634724;nm4287898
tt10695464;nm1634724;nm3423183
tt10695464;nm1634724;nm7121645
tt10695464;nm1634724;nm8933359
tt10695464;nm1634724;nm3680655
tt10695464;nm1634724;nm2709266
tt10695464;nm1634724;nm4842962
tt10695464;nm1634724;nm9798074
tt10695464;nm1634724;nm4464117
tt10695464;nm1634724;nm3738224
tt10695464;nm1634724;nm1634724
tt10695464;nm4464117;nm7051006
tt10695464;nm4464117;nm4287898
tt10695464;nm4464117;nm3423183
tt10695464;nm4464117;nm7121645
tt10695464;nm4464117;nm8933359
tt10695464;nm4464117;nm3680655
tt10695464;nm4464117;nm2709266
tt10695464;nm4464117;nm4842962
tt10695464;nm4464117;nm9798074
tt10695464;nm4464117;nm4464117
tt10695464;nm4464117;nm3738224
tt10695464;nm4464117;nm1634724
tt10695464;nm9798074;nm7051006
tt10695464;nm9798074;nm4287898
tt10695464;nm9798074;nm3423183
tt10695464;nm9798074;nm7121645
tt10695464;nm9798074;nm8933359
tt10695464;nm9798074;nm3680655
tt10695464;nm9798074;nm2709266
tt10695464;nm9798074;nm4842962
tt10695464;nm9798074;nm9798074
tt10695464;nm9798074;nm4464117
tt10695464;nm9798074;nm3738224
tt10695464;nm9798074;nm1634724
tt10695464;nm5083071;nm7051006
tt10695464;nm5083071;nm4287898
tt10695464;nm5083071;nm3423183
tt10695464;nm5083071;nm7121645
tt10695464;nm5083071;nm8933359
tt10695464;nm5083071;nm3680655
tt10695464;nm5083071;nm2709266
tt10695464;nm5083071;nm4842962
tt10695464;nm5083071;nm9798074
tt10695464;nm5083071;nm4464117
tt10695464;nm5083071;nm3738224
tt10695464;nm5083071;nm1634724
tt10695464;nm2709266;nm7051006
tt10695464;nm2709266;nm4287898
tt10695464;nm2709266;nm3423183
tt10695464;nm2709266;nm7121645
tt10695464;nm2709266;nm8933359
tt10695464;nm2709266;nm3680655
tt10695464;nm2709266;nm2709266
tt10695464;nm2709266;nm4842962
tt10695464;nm2709266;nm9798074
tt10695464;nm2709266;nm4464117
tt10695464;nm2709266;nm3738224
tt10695464;nm2709266;nm1634724
tt10699348;nm2778297;nm2410024
tt10699348;nm0212077;nm2410024
tt1070874;nm0815070;nm0815070
tt10710246;nm0067126;nm0291808
tt10710246;nm0541954;nm0291808
tt1072438;nm1165704;nm0003975
tt1072438;nm2677744;nm0003975
tt1072438;nm0003975;nm0003975
tt1072748;nm1129343;nm1294961
tt1072748;nm1129343;nm1294962
tt1072748;nm1294961;nm1294961
tt1072748;nm1294961;nm1294962
tt1072748;nm1294962;nm1294961
tt1072748;nm1294962;nm1294962
tt1073105;nm3068876;nm1154184
tt1073105;nm2128335;nm1154184
tt1073105;nm1220140;nm1154184
tt1073105;nm0551076;nm1154184
tt10731768;nm3884127;nm1892926
tt10731768;nm0252155;nm1892926
tt1073223;nm1108327;nm1829961
tt1073223;nm2557097;nm1829961
tt1073223;nm0425061;nm1829961
tt10734864;nm4417935;nm4417935
tt10734864;nm5515521;nm4417935
tt1074214;nm0332393;nm0332393
tt1075113;nm0888418;nm0888418
tt1075113;nm0015149;nm0888418
tt10751548;nm1934305;nm2207254
tt10751548;nm11149308;nm2207254
tt10751548;nm2207254;nm2207254
tt10756134;nm3806890;nm3806890
tt1075747;nm0004410;nm0371755
tt1075747;nm0962729;nm0371755
tt1075747;nm1109098;nm0371755
tt1075747;nm2445025;nm0371755
tt1075747;nm1441218;nm0371755
tt10763618;nm5203565;nm0161242
tt10768678;nm12644978;nm12644978
tt1077026;nm0207401;nm0893872
tt1077026;nm0686742;nm0893872
tt1077026;nm0893872;nm0893872
tt1078188;nm2733540;nm1259871
tt1078188;nm1248824;nm1259871
tt1078588;nm0505230;nm0001024
tt1078588;nm0001024;nm0001024
tt1078588;nm0682030;nm0001024
tt1078940;nm0269463;nm0082526
tt1078940;nm0000681;nm0082526
tt1078940;nm1401416;nm0082526
tt1079968;nm0462164;nm0876683
tt1079968;nm0546083;nm0876683
tt1079980;nm0945026;nm0945026
tt10817348;nm8448178;nm8448178
tt1082007;nm0894787;nm0894787
tt1082007;nm0158323;nm0894787
tt1082007;nm2281534;nm0894787
tt1082577;nm2760322;nm0476071
tt1082599;nm1618225;nm1618225
tt1082601;nm0612855;nm1996918
tt1082601;nm1996918;nm1996918
tt1083452;nm2035069;nm0002077
tt1083452;nm2306331;nm0002077
tt10834986;nm9449836;nm3797575
tt10834986;nm3491132;nm3797575
tt10834986;nm3797575;nm3797575
tt10843306;nm1495829;nm1495829
tt10845262;nm1085908;nm0622734
tt10845262;nm0215853;nm0622734
tt1085799;nm0008160;nm0950352
tt1085799;nm0008160;nm0149631
tt1086216;nm0569166;nm0796915
tt1086216;nm0569166;nm0569166
tt1086216;nm0796915;nm0796915
tt1086216;nm0796915;nm0569166
tt10867504;\N;nm10938984
tt1087458;nm0434716;nm0344955
tt1087458;nm0897168;nm0344955
tt1087458;nm3159802;nm0344955
tt1087461;nm0003922;nm0003922
tt1087524;nm0011042;nm0011042
tt1087832;nm2288380;nm1475358
tt1087832;nm1475358;nm1475358
tt1087853;nm0629913;nm0629913
tt1087856;nm0013158;nm0013158
tt1087856;nm2746459;nm0013158
tt1087856;nm0792767;nm0013158
tt1087856;nm0881418;nm0013158
tt10883506;nm6860225;nm3010935
tt10883506;nm3010935;nm3010935
tt10886166;nm11183123;nm1372836
tt10886166;nm11183123;nm1705578
tt10886166;nm1372836;nm1372836
tt10886166;nm1372836;nm1705578
tt10886166;nm1705578;nm1372836
tt10886166;nm1705578;nm1705578
tt10886166;nm10947022;nm1372836
tt10886166;nm10947022;nm1705578
tt10887902;nm1829290;nm1829290
tt10888594;nm1238337;nm0222150
tt10888594;nm6859370;nm0222150
tt10895576;nm2590164;nm2590164
tt10895576;nm2590164;nm5292337
tt10895576;nm8121050;nm2590164
tt10895576;nm8121050;nm5292337
tt10895576;nm4169405;nm2590164
tt10895576;nm4169405;nm5292337
tt10895780;nm10951298;nm10951298
tt10899402;nm4387113;nm4387113
tt1090646;nm2760070;nm1491597
tt1090671;nm0668292;nm0668292
tt10915286;\N;nm3598290
tt1091863;\N;nm2759833
tt1091863;\N;nm0381537
tt1091863;\N;nm0234806
tt10919132;nm9135703;nm9135703
tt10919240;nm3525879;nm3525879
tt1092005;nm3713962;nm1460159
tt1092005;nm0415514;nm1460159
tt1092005;nm3262915;nm1460159
tt1092005;nm1041293;nm1460159
tt1092005;nm1182352;nm1460159
tt1092005;nm0759785;nm1460159
tt1092005;nm2539894;nm1460159
tt1092005;nm0903423;nm1460159
tt1092019;nm1007747;nm0474233
tt1092019;nm0474233;nm0474233
tt10930586;nm0006765;nm0006765
tt10930586;nm0430785;nm0006765
tt10930586;nm10971223;nm0006765
tt10933680;nm0425364;nm0425364
tt10933680;nm7217662;nm0425364
tt1093824;nm0001348;nm0001348
tt1093842;nm0534665;nm0534665
tt1093842;nm0866014;nm0534665
tt10941528;nm5751623;nm10730985
tt10941528;nm0889403;nm10730985
tt10941528;nm4255960;nm10730985
tt1094275;nm2127004;nm2127004
tt1094275;nm0529706;nm2127004
tt1094627;nm0581863;nm0538529
tt10949778;nm10983109;nm10983109
tt1095174;nm0709408;nm0255411
tt1095174;nm0184947;nm0255411
tt1095423;nm1064048;nm1580685
tt1095423;nm1064048;nm2760467
tt1095423;nm2763630;nm1580685
tt1095423;nm2763630;nm2760467
tt1095423;nm1065452;nm1580685
tt1095423;nm1065452;nm2760467
tt1095423;nm0250812;nm1580685
tt1095423;nm0250812;nm2760467
tt1095442;nm2478512;nm1023919
tt1095442;nm1023919;nm1023919
tt10954652;nm0796117;nm0796117
tt10954652;nm0506584;nm0796117
tt10954652;nm3382063;nm0796117
tt10958102;nm1468584;nm1468584
tt10958102;nm6289345;nm1468584
tt10962368;nm10989837;nm0075849
tt10962368;nm10989837;nm0700301
tt10962368;nm0075849;nm0075849
tt10962368;nm0075849;nm0700301
tt10962368;nm0700301;nm0075849
tt10962368;nm0700301;nm0700301
tt1096997;nm0198472;nm1127897
tt1096997;nm1127897;nm1127897
tt1097256;\N;nm1286892
tt10975520;nm1794148;nm1794148
tt1098226;nm2464294;nm1892800
tt1098226;nm1892800;nm1892800
tt1098327;nm0708870;nm0939128
tt1098327;nm0868066;nm0939128
tt10991188;nm6662527;nm6662527
tt10994688;nm3848783;nm1275670
tt1100051;nm1496042;nm1496042
tt11003228;nm1626985;nm0196930
tt11012066;nm1510062;nm0563243
tt11012066;nm3289293;nm0563243
tt11012066;nm0000455;nm0563243
tt11023922;\N;nm0179221
tt11023922;\N;nm5049133
tt11023922;\N;nm4029843
tt1103153;nm0220521;nm0525659
tt1103153;nm0341372;nm0525659
tt1103256;nm1440023;nm0877366
tt1103273;nm1594090;nm0087904
tt11033952;nm11025011;nm11021626
tt11033952;nm11021626;nm11021626
tt1103982;nm0505522;nm0001752
tt1103982;nm0002718;nm0001752
tt1104006;nm1472014;nm0660707
tt1104006;nm0864418;nm0660707
tt1104006;nm1847992;nm0660707
tt1104006;nm1234893;nm0660707
tt1104006;nm0660707;nm0660707
tt11044122;\N;nm3429301
tt11044858;nm6694031;nm6694031
tt1105709;nm2434103;nm0474398
tt1105709;nm0474398;nm0474398
tt1105709;nm0759785;nm0474398
tt1105709;nm3154301;nm0474398
tt1105721;nm0700872;nm0700872
tt1105721;nm2356507;nm0700872
tt1105747;nm0080432;nm0007131
tt1105747;nm0007131;nm0007131
tt1105747;nm0659238;nm0007131
tt11060730;nm11031872;nm11031870
tt11060730;nm11031871;nm11031870
tt11068166;nm2145328;nm2145328
tt11068166;nm1771591;nm2145328
tt11073148;nm5214240;nm5214240
tt1107816;nm0013138;nm0000783
tt1107816;nm1396093;nm0000783
tt1107816;nm0000783;nm0000783
tt11081744;nm0452190;nm0452190
tt11081744;nm1474292;nm0452190
tt11084896;nm0909233;nm0868871
tt11084896;nm0909233;nm4136807
tt11084896;nm0353929;nm0868871
tt11084896;nm0353929;nm4136807
tt11084896;nm1868375;nm0868871
tt11084896;nm1868375;nm4136807
tt1109477;nm0000586;nm0000586
tt1110209;nm1191618;nm1350587
tt1110209;nm1350587;nm1350587
tt11112526;nm4800083;nm4800083
tt11127256;nm0368693;nm0368693
tt1113829;\N;nm0000217
tt1114277;nm1374747;nm1374747
tt11143108;nm11065997;nm11065997
tt11143634;nm0909429;nm0909429
tt1114677;nm0073504;nm0155093
tt1114677;nm0689954;nm0155093
tt1114677;nm0180902;nm0155093
tt1114677;nm0639434;nm0155093
tt11161374;nm1720703;nm4097598
tt11161374;nm2948793;nm4097598
tt11163028;nm11075942;nm11075942
tt11163028;nm11075942;nm1492802
tt11166002;nm11077124;nm11077124
tt11167818;nm7061821;nm2753462
tt11167818;nm7061821;nm12260927
tt11167818;nm0257393;nm2753462
tt11167818;nm0257393;nm12260927
tt11167818;nm2110543;nm2753462
tt11167818;nm2110543;nm12260927
tt11173106;nm6054966;nm6054966
tt11173160;nm6054966;nm6054966
tt11188624;nm1440023;nm1440023
tt1119191;nm2803289;nm0509448
tt1119191;nm0668754;nm0509448
tt11193002;nm12470578;nm4186854
tt11193002;nm4186854;nm4186854
tt1119646;nm0524190;nm0680846
tt1119646;nm0601859;nm0680846
tt11199410;nm0076820;nm0737517
tt11199410;nm2997602;nm0737517
tt1120897;nm0440604;nm1892252
tt1120897;nm1888204;nm1892252
tt1120897;nm0003939;nm1892252
tt1120985;nm0161834;nm0161834
tt1120985;nm0193387;nm0161834
tt1120985;nm2337556;nm0161834
tt11213600;nm8201283;nm5548130
tt11213600;nm3451648;nm5548130
tt11213600;nm5548130;nm5548130
tt1122614;\N;nm0001752
tt11230868;nm1830213;nm1830213
tt11230868;nm11107005;nm1830213
tt11230868;nm11078278;nm1830213
tt11233960;nm0185976;nm3519173
tt11233960;nm0782711;nm3519173
tt11233960;nm0587091;nm3519173
tt11233960;nm0906550;nm3519173
tt11235772;nm2278537;nm2278537
tt1123894;nm2804620;nm2804620
tt1123894;nm2804620;nm0797962
tt1123894;nm0797962;nm2804620
tt1123894;nm0797962;nm0797962
tt1124052;nm1283651;nm1283651
tt11242218;nm0800048;nm0103804
tt11242218;nm0103804;nm0103804
tt11242218;nm0000850;nm0103804
tt1125188;nm2804322;nm2809384
tt1125188;nm2804322;nm1761595
tt1125188;nm2809384;nm2809384
tt1125188;nm2809384;nm1761595
tt1125188;nm1761595;nm2809384
tt1125188;nm1761595;nm1761595
tt1125188;nm2803335;nm2809384
tt1125188;nm2803335;nm1761595
tt1125188;nm2809101;nm2809384
tt1125188;nm2809101;nm1761595
tt1125254;nm0868066;nm0973260
tt1125254;nm0468715;nm0973260
tt1125254;nm8313008;nm0973260
tt1125254;nm1465617;nm0973260
tt11253090;nm2350892;nm2350892
tt11253090;nm11271081;nm2350892
tt11253090;nm10092404;nm2350892
tt11253090;nm10092405;nm2350892
tt1125849;nm1557909;nm0004716
tt11263022;nm3336170;nm3336170
tt11271990;nm2804902;nm2435022
tt11271990;nm5284051;nm2435022
tt1127221;nm1497546;nm0814786
tt1127221;nm0814786;nm0814786
tt11274100;nm4008890;nm4008890
tt11274100;nm2616615;nm4008890
tt11276598;nm0459996;nm0459996
tt11276598;nm1075038;nm0459996
tt1128075;nm0814469;nm0814469
tt11286314;nm0570912;nm0570912
tt11286314;nm1998503;nm0570912
tt11290556;\N;nm2929021
tt1129381;nm2839612;nm0480806
tt1129381;nm0480806;nm0480806
tt1129428;nm1377658;nm1377658
tt1129435;nm0889513;nm0889513
tt1129435;nm0745632;nm0889513
tt11296132;nm5394260;nm5394260
tt11306376;nm8745994;nm8745994
tt11307724;nm1481172;nm1482346
tt11307814;nm2132883;nm2132883
tt11307814;nm11143139;nm2132883
tt1130884;nm0436164;nm0000217
tt1130884;nm1212331;nm0000217
tt1130964;nm0081279;nm0081279
tt1130981;nm2818192;nm0810997
tt1130981;nm0810997;nm0810997
tt1130988;nm1333798;nm1333798
tt1130988;nm1354560;nm1333798
tt1130988;nm1176687;nm1333798
tt1130988;nm0712257;nm1333798
tt1130988;nm1290014;nm1333798
tt1130993;nm0876146;nm0876146
tt1130993;nm3709364;nm0876146
tt1130993;nm1668171;nm0876146
tt11312700;nm2634191;nm1754432
tt1131724;nm2089442;nm0192984
tt1131724;nm2914162;nm0192984
tt1131729;nm0193485;nm0193485
tt1131743;nm0752821;nm0827051
tt1131743;nm0827051;nm0827051
tt1132135;nm1863924;nm1863924
tt1132135;nm2820019;nm1863924
tt1132449;nm0222584;nm0001241
tt1132449;nm2822495;nm0001241
tt1132608;nm0070899;nm0070899
tt1132608;nm0070899;nm1879912
tt1132608;nm1879912;nm0070899
tt1132608;nm1879912;nm1879912
tt1132620;nm1064048;nm0649117
tt1132620;nm1065452;nm0649117
tt1132620;nm2297183;nm0649117
tt1132626;nm1733317;nm0352524
tt1132626;nm1729303;nm0352524
tt1133922;nm2587340;nm1048540
tt1133935;nm1108327;nm1829961
tt1133936;nm1108327;nm0945506
tt1133936;nm2557097;nm0945506
tt1133985;nm0075528;nm0132709
tt1133985;nm0338169;nm0132709
tt1133985;nm0973233;nm0132709
tt1133985;nm0325533;nm0132709
tt1133995;nm1776856;nm1643006
tt11343416;nm3724977;nm3724977
tt1134674;nm2819452;nm2176784
tt1134674;nm2176784;nm2176784
tt1135095;nm1709264;nm0191147
tt1135095;nm0000590;nm0191147
tt1135500;nm1441354;nm0293533
tt11357580;nm4296517;nm4296517
tt11358166;\N;nm4565262
tt1135941;nm1172024;nm2054189
tt1135941;nm1162194;nm2054189
tt1135941;nm1169541;nm2054189
tt1136688;nm1996304;nm0089502
tt1137477;nm0702987;nm0702987
tt11374902;nm12135964;nm12135964
tt11376010;nm4452903;nm2442354
tt11376010;nm5219130;nm2442354
tt11376010;nm5219035;nm2442354
tt11376010;nm5218755;nm2442354
tt11378264;\N;nm8201031
tt11378264;\N;nm2098629
tt11382384;nm2406731;nm2406731
tt11382384;nm0598531;nm2406731
tt11384004;nm2289322;nm2289322
tt11388278;nm3466196;nm2287695
tt11388278;nm5711038;nm2287695
tt11388278;nm7622924;nm2287695
tt11388278;nm2287695;nm2287695
tt11388580;\N;nm5300836
tt11389748;nm0469823;nm0469823
tt11389868;nm3037980;nm3037980
tt1139085;nm0019732;nm0451867
tt11394168;\N;nm3686143
tt11394180;nm1637105;nm0990310
tt11394180;nm0990310;nm0990310
tt11394182;nm3136872;nm9335192
tt11394182;nm4232388;nm9335192
tt11394182;nm9335192;nm9335192
tt11394182;nm1704972;nm9335192
tt11394276;\N;nm1713913
tt11394318;nm6016411;nm6016411
tt11394318;nm6016411;nm3450359
tt11394318;nm3450359;nm6016411
tt11394318;nm3450359;nm3450359
tt1139668;nm0275286;nm0275286
tt1139797;nm0512137;nm0019247
tt11402172;nm6687890;nm1485677
tt1142433;nm2609807;nm0421776
tt1142798;nm1347153;nm1347153
tt11433696;nm11260956;nm11260956
tt1144539;nm0827294;nm0827294
tt1144804;nm1287649;nm1287649
tt1144804;nm3002771;nm1287649
tt1144804;nm2101751;nm1287649
tt1144804;nm1375524;nm1287649
tt1145157;nm1430257;nm1430257
tt1145157;nm2845157;nm1430257
tt11457736;nm9106877;nm0205169
tt11457736;nm6437420;nm0205169
tt11457736;nm5189782;nm0205169
tt1146320;nm2288376;nm1847711
tt1146320;nm1847711;nm1847711
tt1146320;nm1498956;nm1847711
tt11464826;nm7364327;nm2341611
tt11464826;nm2420356;nm2341611
tt11464826;nm2341611;nm2341611
tt1147684;nm1169463;nm1060922
tt1147684;nm1060922;nm1060922
tt1148200;nm1938064;nm1938064
tt1148200;nm0656003;nm1938064
tt1148200;nm0272090;nm1938064
tt1148200;nm2595239;nm1938064
tt1148261;nm5159316;nm0994244
tt1148261;nm0948412;nm0994244
tt1148261;nm1818197;nm0994244
tt11486994;nm2264428;nm1887247
tt1149361;nm0000466;nm0000466
tt1149361;nm0491011;nm0000466
tt11505692;nm2661125;nm2637625
tt11505692;nm7849112;nm2637625
tt11505692;nm2637625;nm2637625
tt11505692;nm1266000;nm2637625
tt11506054;nm9284362;nm9284362
tt11506054;nm4544331;nm9284362
tt11506284;nm2125297;nm0782213
tt11506284;nm0782213;nm0782213
tt11506284;nm0893556;nm0782213
tt1150946;nm2500722;nm0890864
tt1150946;nm0890864;nm0890864
tt1150947;nm2064142;nm2064142
tt1150947;nm2053672;nm2064142
tt1151309;nm0068106;nm0068106
tt1151309;nm0120645;nm0068106
tt1151309;nm1335463;nm0068106
tt1151410;nm0902278;nm1036527
tt1151410;nm0902278;nm0902278
tt1151410;nm1036527;nm1036527
tt1151410;nm1036527;nm0902278
tt11515380;nm5680219;\N
tt1151911;nm2859030;nm2859393
tt1151911;nm2859393;nm2859393
tt1151922;nm1199107;nm2222515
tt1151922;nm1199107;nm1199107
tt1151922;nm2222515;nm2222515
tt1151922;nm2222515;nm1199107
tt1151922;nm1380203;nm2222515
tt1151922;nm1380203;nm1199107
tt1151922;nm1469262;nm2222515
tt1151922;nm1469262;nm1199107
tt1151922;nm2251450;nm2222515
tt1151922;nm2251450;nm1199107
tt1152282;nm1840848;nm1840848
tt1152758;nm0473936;nm0473936
tt11527964;nm3635856;nm7960857
tt1152827;nm0139605;nm0884659
tt1152850;nm1299680;nm0716980
tt1152850;nm0716980;nm0716980
tt11529348;nm6610100;nm4492031
tt11529348;nm4492031;nm4492031
tt11529348;nm10983687;nm4492031
tt1153102;nm0046480;nm0046480
tt11536216;\N;nm11241357
tt1153706;nm0005540;nm1349040
tt1153706;nm0915465;nm1349040
tt1153706;nm0005541;nm1349040
tt1153706;nm0915460;nm1349040
tt1153706;nm1349040;nm1349040
tt11542214;nm4856606;nm5469712
tt1155060;nm0421246;nm0348884
tt1155652;nm2195555;nm2867423
tt1156398;nm1014201;nm0281508
tt1156398;nm1116660;nm0281508
tt1156444;nm0492315;nm0492315
tt1156516;nm2022987;nm1626425
tt1156516;nm0893128;nm1626425
tt1156516;nm1626425;nm1626425
tt11576124;nm3932445;nm1068186
tt11576124;nm1068186;nm1068186
tt11576124;nm4894335;nm1068186
tt11580854;nm12804700;nm3163794
tt11580854;nm3163794;nm3163794
tt11580944;nm4214524;nm4214524
tt11581174;nm6041683;nm6041683
tt1159231;nm0682251;nm0682251
tt1159231;nm0894787;nm0682251
tt1159922;nm2876472;nm1852103
tt1159922;nm1852103;nm1852103
tt1159922;nm6206062;nm1852103
tt1159961;nm1344116;nm0353893
tt1160317;nm1986943;nm1995338
tt1160317;nm1995338;nm1995338
tt1160368;nm2896816;nm0001317
tt11604676;nm9909582;nm3964043
tt1160629;nm0297990;nm0632808
tt1160629;nm0383258;nm0632808
tt1161064;nm2050708;nm2050708
tt1161404;nm2874989;nm2876628
tt1161404;nm2876628;nm2876628
tt11614912;nm1541272;nm1541272
tt11615290;nm0395259;nm0005069
tt11615290;nm0005069;nm0005069
tt11615290;nm0004855;nm0005069
tt1161646;nm1498594;nm2885796
tt1161646;nm0124834;nm2885796
tt1161646;nm0835075;nm2885796
tt11618350;nm3033111;nm4781704
tt11618350;nm1151096;nm4781704
tt1161951;nm1546474;nm1546474
tt1161951;nm2882289;nm1546474
tt1163752;nm0265852;nm0265852
tt1163752;nm2875675;nm0265852
tt11649338;nm6286331;nm2206349
tt1164999;nm0327944;nm0327944
tt1164999;nm3174584;nm0327944
tt1164999;nm1481172;nm0327944
tt1165293;\N;nm0184202
tt11656172;nm2349665;nm1760759
tt11656172;nm0483645;nm1760759
tt11656172;nm4515849;nm1760759
tt11656172;nm2939608;nm1760759
tt11657662;nm3141961;nm3391600
tt11657662;nm1140292;nm3391600
tt11667452;nm11298864;nm11298864
tt11667452;nm11298864;nm11298863
tt11667452;nm11298863;nm11298864
tt11667452;nm11298863;nm11298863
tt11691722;\N;nm4254202
tt1169270;nm0706485;nm0706485
tt1169270;nm2493024;nm0706485
tt11692986;nm1591002;nm4092908
tt11692986;nm2785556;nm4092908
tt11692986;nm1500041;nm4092908
tt1169809;nm0365666;nm0365666
tt1169809;nm1255497;nm0365666
tt1169809;nm0000850;nm0365666
tt1170358;nm0909638;nm0001392
tt1170358;nm0101991;nm0001392
tt1170358;nm0001392;nm0001392
tt1170358;nm0868219;nm0001392
tt1170358;nm0866058;nm0001392
tt1170399;nm1879189;nm1966139
tt1170399;nm0025607;nm1966139
tt1170399;nm5485355;nm1966139
tt1170399;nm1966139;nm1966139
tt1170404;nm2170955;nm0698184
tt1170404;nm0698184;nm0698184
tt1170404;nm1437223;nm0698184
tt1170404;nm0759785;nm0698184
tt1171701;nm2895699;nm12260927
tt1171701;nm2895699;nm2896395
tt1171701;nm2887012;nm12260927
tt1171701;nm2887012;nm2896395
tt1171701;nm2896395;nm12260927
tt1171701;nm2896395;nm2896395
tt1172522;nm2897452;nm0664667
tt1172522;nm0664667;nm0664667
tt1172570;nm0635431;nm0716347
tt1172570;nm0716347;nm0716347
tt1172587;nm0012541;nm0012541
tt1172587;nm5485355;nm0012541
tt1172587;nm0223475;nm0012541
tt1172587;nm1330994;nm0012541
tt1172587;nm1179457;nm0012541
tt1172963;nm1699780;nm0726954
tt1172963;nm0726954;nm0726954
tt11730940;nm8300759;nm8300759
tt11730940;nm8734513;nm8300759
tt11731768;nm11327313;nm11327313
tt1173745;nm0818608;nm0818608
tt1174041;nm1236022;nm2898003
tt1174041;nm2016612;nm2898003
tt1174041;nm0792767;nm2898003
